id,imdb_id,tmdbId,title,release_date,revenue,budget,runtime,original_language,vote_average,vote_count,homepage,tagline
2054,tt0113862,9354,Mr. Holland's Opus,12/29/1995,106269971,0,137,en,6.9,115,,"Of All the Lives He Changed, the One That Changed the Most Was His Own."
4482,tt0113149,17170,French Twist,2/8/1995,0,0,95,fr,6,43,,
755,tt0116367,110465,From Dusk Till Dawn,1/19/1996,25836616,19000000,108,en,6.9,1644,http://www.miramax.com/movie/from-dusk-till-dawn/,One night is all that stands between them and freedom. But it's going to be a hell of a night.
27526,tt0112744,100973,The Crossing Guard,11/15/1995,0,0,111,en,6.1,74,,"...some lives cross, others collide."
400,tt0114660,291731,Things to Do in Denver When You're Dead,12/1/1995,529766,8000000,116,en,6.7,87,,Protect. Love. Honor. Avenge.
880,tt0112379,9306,Antonia's Line,9/12/1995,0,900000,102,nl,7.2,26,,A motion picture that celebrates everything you love about life.
8447,tt0112365,831,Angels and Insects,9/10/1995,0,0,118,en,6.3,17,,An elegant seduction. An erotic deception. A stunning revelation.
2086,tt0113972,13380,Nick of Time,11/22/1995,8175346,8169363,90,en,6.1,190,,
406,tt0113247,171857,La Haine,5/31/1995,0,3000000,98,fr,7.9,695,,Three Young Friends... One Last Chance.
2045,tt0118040,24736,Unforgettable,2/23/1996,0,18000000,106,en,5.3,22,,He loved her. He lost her. He won't let her memory die... until it tells him who killed her.
688,tt0112579,27281,The Bridges of Madison County,5/28/1995,182016617,24000000,135,en,7.3,397,,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...
197,tt0112573,139408,Braveheart,5/24/1995,210000000,72000000,177,en,7.7,3404,,Every man dies. Not every man truly lives.
103,tt0075314,2045,Taxi Driver,2/7/1976,28262574,1300000,114,en,8.1,2632,,"On every street in every city, there's a nobody who dreams of being a somebody."
2074,tt0116324,26648,Flirting with Disaster,3/22/1996,14702438,7000000,92,en,6.3,66,,"A comedy about sex, love, family and other accidents waiting to happen."
27793,tt0110647,10304,The Neverending Story III: Escape from Fantasia,10/26/1994,0,17000000,95,en,4.4,105,,It's a brand new beginning in the adventure that never ends
5757,tt0113756,38255,Man of the Year,9/15/1995,209935,0,86,en,3.8,2,,He as a centerfold who revealed everything ... but the truth.
124639,tt0114618,118444,Target,8/1/1995,0,0,122,en,0,0,,
568,tt0112384,14587,Apollo 13,6/30/1995,355237933,52000000,140,en,7.3,1637,,"Houston, we have a problem."
414,tt0112462,46094,Batman Forever,6/16/1995,336529144,100000000,121,en,5.2,1529,,"Courage now, truth always..."
649,tt0061395,68445,Belle de Jour,5/24/1967,0,0,101,fr,7.3,163,,Luis Bunuel's Masterpiece of Erotica!
1873,tt0112495,4415,Beyond Rangoon,5/24/1995,0,0,100,en,6.4,21,,Truth has a witness
5894,tt0112541,125337,Blue in the Face,9/15/1995,1275000,2000000,83,en,6.8,28,http://miramax.com/movie/blue-in-the-face/,Welcome to the planet Brooklyn.
8839,tt0112642,13559,Casper,5/26/1995,287928194,50000000,100,en,6,1045,,Get an afterlife
8963,tt0112740,12777,Crimson Tide,5/12/1995,157387195,53000000,116,en,7,508,,Danger runs deep.
26564,tt0109508,14670,Crumb,9/10/1994,3174695,0,119,en,7.6,71,,Weird sex · Obsession · Comic books
8068,tt0112851,43001,Desperado,8/25/1995,25405445,7000000,104,en,6.8,898,,"When the smoke clears, it just means he's reloading."
8512,tt0112857,10970,Devil in a Blue Dress,9/15/1995,16140822,27000000,102,en,6.3,88,,Private detective Easy Rawlins has been caught on the wrong side of the most dangerous secret in town.
1572,tt0112864,266,Die Hard: With a Vengeance,5/19/1995,366101666,90000000,128,en,6.9,2094,,Think fast. Look alive. Die hard.
6520,tt0113071,19957,First Knight,7/7/1995,127600435,55000000,134,en,5.9,319,,Their greatest battle would be for her love.
8973,tt0113690,140,Lord of Illusions,8/25/1995,0,0,119,en,5.9,87,,Trust Nothing Except Your Fear.
2293,tt0113749,73351,Mallrats,10/20/1995,2122561,6000000,94,en,6.8,400,,They're not there to shop. They're not there to work. They're just there.
1642,tt0113957,172545,The Net,7/28/1995,110627965,22000000,114,en,5.6,359,,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen."
32646,tt0114323,24964,Safe,6/23/1995,0,0,119,en,7.2,62,,In the 21st century nobody will be... Safe.
281,tt0114558,11593,Strange Days,10/13/1995,7959291,42000000,145,en,6.8,334,http://www.strange-days.com,You know you want it.
5967,tt0058450,25848,The Umbrellas of Cherbourg,2/19/1964,0,0,91,fr,7.6,119,,a film for all the young lovers of the world
3512,tt0114781,2621,Under Siege 2: Dark Territory,7/13/1995,104324083,60000000,100,en,5.6,217,,Last time he rocked the boat. This time the sky's the limit.
65796,tt0114938,15227,Wild Bill,12/1/1995,0,30000000,98,en,5.9,27,,The Name Is Legendary. The Man Is Real.
26258,tt0112602,13041,Bushwhacked,8/4/1995,0,0,90,en,4.9,29,,"They wanted a great adventure. What they got was ""Mad Max"" Grabelski."
76,tt0112471,9102,Before Sunrise,1/27/1995,5535405,2500000,105,en,7.7,984,,Can the greatest romance of your life last only one night?
6715,tt0112757,61054,The Cure,4/21/1995,0,0,97,en,7.2,58,,The best cure for a disease is friendship
2292,tt0109445,25723,Clerks,9/13/1994,3151130,27000,92,en,7.4,769,http://www.miramax.com/movie/clerks/,Just because they serve you doesn't mean they like you.
1909,tt0112883,846,Don Juan DeMarco,10/1/1994,22200000,25000000,97,en,6.3,184,,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!
8984,tt0109635,163,Disclosure,12/9/1994,214015089,55000000,123,en,5.9,217,,Sex Is Power.
4954,tt0109676,299,Drop Zone,12/8/1994,0,45000000,101,en,5.1,91,,Taking crime to new heights
522,tt0109707,10412,Ed Wood,9/27/1994,5887457,18000000,127,en,7.3,639,,"When it came to making bad movies, Ed Wood was the best."
397,tt0113117,75555,French Kiss,5/5/1995,0,0,111,en,6.2,179,,
1024,tt0110005,15947,Heavenly Creatures,9/2/1994,3049135,5000000,99,en,6.9,299,http://www.miramax.com/movie/heavenly-creatures,From a secret world no one could see... came a crime no one could believe.
628,tt0110148,1592,Interview with the Vampire,11/11/1994,223664608,60000000,123,en,7.2,1558,,Drink from me and live forever
6280,tt0110216,8409,Junior,11/22/1994,37000000,60000000,109,en,4.7,381,,Nothing is inconceivable
6071,tt0113552,39948,Kiss of Death,4/21/1995,0,40000000,101,en,5.7,83,,
11,tt0076759,9087,Star Wars,5/25/1977,775398007,11000000,121,en,8.1,6778,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,"A long time ago in a galaxy far, far away..."
4476,tt0110322,12710,Legends of the Fall,12/16/1994,160638883,30000000,133,en,7.2,636,,After the Fall from Innocence the Legend begins.
32325,tt0107566,21666,Mi Vida Loca,6/8/1994,0,0,92,en,5.7,9,,Mothers. Warriors. Sisters. Survivors.
3036,tt0109836,62204,Mary Shelley's Frankenstein,11/4/1994,112006296,45000000,123,en,6.1,272,,Be Warned.  It's Alive
8986,tt0110516,15788,Milk Money,8/31/1994,18137661,0,108,en,5.6,49,,You can't get enough of a good thing... But first you have to find it.
1945,tt0110638,654,Nell,12/23/1994,106683817,31000000,112,en,6.1,128,,Her heart. Her soul. Her language are a mystery...A mystery called Nell
241,tt0110632,21183,Natural Born Killers,8/25/1994,50282766,34000000,119,en,6.9,927,,The Media Made Them Superstars.
527,tt0110729,424,Once Were Warriors,9/2/1994,2201126,0,99,en,7.6,106,,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love."
6950,tt0114069,12146,Outbreak,3/10/1995,189859560,50000000,127,en,6.4,522,,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.
101,tt0110413,13685,Leon: The Professional,9/14/1994,45284974,16000000,110,fr,8.2,4293,,"If you want a job done well, hire a professional."
2307,tt0114210,134368,A Pyromaniac's Love Story,4/28/1995,0,0,94,en,7,2,,
680,tt0110912,8072,Pulp Fiction,9/10/1994,213928762,8000000,154,en,8.3,8670,,Just because you are a character doesn't mean you have character.
3586,tt0110907,42159,Prêt-à-Porter,12/23/1994,11300653,15000000,133,en,5.3,33,http://www.miramax.com/movie/ready-to-wear/,"At the world's hottest fashion show, there's been a murder and now everyone's a suspect. If you've got something to hide, you'll need something to wear."
110,tt0111495,197,Three Colors: Red,5/27/1994,0,0,99,fr,7.8,246,,
108,tt0108394,89333,Three Colors: Blue,1/10/1993,0,0,98,fr,7.7,311,,
109,tt0111507,96357,Three Colors: White,1/26/1994,0,0,91,fr,7.3,218,,
159185,tt0110769,87061,"Red Firecracker, Green Firecracker",10/14/1994,0,0,111,zh,7,2,,
2636,tt0111255,29243,The Specialist,10/7/1994,170362582,45000000,110,en,5.5,317,,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.
2164,tt0111282,28070,Stargate,10/27/1994,196567262,55000000,121,en,6.8,942,,It will take you a million light years from home. But will it bring you back?
278,tt0111161,17402,The Shawshank Redemption,9/23/1994,28341469,25000000,142,en,8.5,8358,,Fear can hold you prisoner. Hope can set you free.
193,tt0111280,10802,Star Trek: Generations,11/17/1994,120000000,38000000,118,en,6.4,461,,Boldly go.
95963,tt0114888,39108,The Walking Dead,2/24/1995,0,0,88,en,6.6,4,,Surviving the streets was just a rehearsal.
1587,tt0108550,9387,What's Eating Gilbert Grape,12/17/1993,10032765,11000000,118,en,7.5,943,,A film about the love you find...In the last place you look.
2064,tt0114924,1779,While You Were Sleeping,4/21/1995,182057016,17000000,103,en,6.5,340,,A story about love at second sight.
236,tt0110598,397,Muriel's Wedding,9/29/1994,15119639,3000000,106,en,6.9,104,,Success is the best revenge.
3049,tt0109040,29048,Ace Ventura: Pet Detective,2/4/1994,107217396,15000000,86,en,6.4,1684,,"He's the best there is! (Actually, he's the only one there is.)"
2759,tt0109045,16406,"The Adventures of Priscilla, Queen of the Desert",5/31/1994,11220670,0,104,en,7.2,174,,She's back... Looking as gorgeous and outrageous as ever in a brand new frock.
888,tt0109813,19004,The Flintstones,5/26/1994,341631208,46000000,91,en,5,559,,Yabba-Dabba-Doo!
13,tt0109830,21032,Forrest Gump,7/6/1994,677945399,55000000,142,en,8.2,8147,,"The world will never be the same, once you've seen it through the eyes of Forrest Gump."
712,tt0109831,37667,Four Weddings and a Funeral,3/9/1994,254700832,6000000,117,en,6.6,654,http://workingtitlefilms.com/film.php?filmID=59,Five good reasons to stay single.
8587,tt0110357,61487,The Lion King,6/23/1994,788241776,45000000,89,en,8,5520,http://movies.disney.com/the-lion-king,Life's greatest adventure is finding your place in the Circle of Life.
1689,tt0107426,9414,Little Buddha,12/1/1993,4858139,35000000,140,en,6,76,,A magical journey to a place where the past and present meet
854,tt0110475,116690,The Mask,7/29/1994,351583407,23000000,101,en,6.6,2550,,From zero to hero.
2788,tt0110950,9267,Reality Bites,2/18/1994,20079850,11500000,99,en,6.5,180,,A comedy about love in the '90s
8987,tt0110997,33377,The River Wild,9/30/1994,0,45000000,111,en,6.1,214,,The vacation is over
8831,tt0111438,8080,Timecop,9/15/1994,101646581,27000000,99,en,5.5,288,,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.
315,tt0059170,2636,"Faster, Pussycat! Kill! Kill!",8/6/1965,0,45000,83,en,6.5,59,,Go-Go For a Wild Ride With the ACTION GIRLS!
8011,tt0110027,14108,Highlander: The Final Dimension,11/29/1994,36800000,26000000,99,en,4.5,110,,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one."
171857,tt0109785,95647,Federal Hill,2/24/1995,0,0,97,en,5,2,,
2654,tt0113409,13666,In the Mouth of Madness,12/12/1994,8946600,8000000,95,en,7.1,307,http://www.theofficialjohncarpenter.com/in-the-mouth-of-madness/,Lived Any Good Books Lately?
2758,tt0106220,41166,Addams Family Values,11/19/1993,48919043,0,94,en,6.5,537,,The Family Just Got A Little Stranger
306,tt0109254,110,Beverly Hills Cop III,5/24/1994,119208989,50000000,104,en,5.5,445,,
26203,tt0109297,14801,Blink,1/26/1994,16668552,0,106,en,6.3,45,,"What you can't see, can kill you."
178,tt0109303,15730,Blown Away,7/1/1994,30156002,0,121,en,6,126,http://www.mgm.com/#/our-titles/215/Blown-Away,5. 4. 3. 2. 1......Time's Up.
4722,tt0106452,21055,Body Snatchers,6/9/1993,428868,13000000,87,en,5.8,102,,Imagine... you're gone and someone else is living inside your body.
26391,tt0109361,12637,Cabin Boy,1/7/1994,3662459,0,80,en,4.9,28,,"He's Setting Sail On The High Seas... Without A Rudder, A Compass, Or A Clue!"
117553,tt0106505,158967,Calendar Girl,9/3/1993,2570145,13000000,90,en,3.7,10,http://www.sonymoviechannel.com/movies/calendar-girl/details,Three boy's journey to discovery in the Hollywood of the early sixties.
6075,tt0106519,24129,Carlito's Way,11/10/1993,36516012,30000000,144,en,7.7,805,,He's got a good future if he can live past next week.
2124,tt0109456,2907,Color of Night,8/19/1994,19726050,40000000,121,en,5.4,117,,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night."
49299,tt0106660,57977,Dangerous Game,11/19/1993,0,0,108,en,5.4,9,,TURBULENCE REDEMPTION HOLLYWOOD
26141,tt0106873,16303,Fatal Instinct,10/29/1993,0,0,91,en,5.4,37,,"Sex, murder and revenge were never this funny."
5503,tt0106977,12308,The Fugitive,8/6/1993,368875760,44000000,130,en,7.2,1240,,A murdered wife. A one-armed man. An obsessed detective. The chase begins.
2087,tt0109890,10693,The Getaway,2/11/1994,30,0,115,en,5.4,81,,
4916,tt0107057,11422,Guilty as Sin,6/4/1993,22886222,0,107,en,5.6,21,,"She's finally met her match. He's handsome, wealthy, seductive. A Real Lady Killer!"
2019,tt0107076,346,Hard Target,8/20/1993,74189677,18000000,97,en,6.1,237,,Don't hunt what you can't kill.
26271,tt0113674,23148,Live Nude Girls,12/8/1995,0,0,95,en,4.7,12,,"Sex, Lies and Fantasies... Unrated!"
2259,tt0107151,14347,The House of the Spirits,10/19/1993,0,25000000,140,en,6.7,135,,
7984,tt0107207,14510,In the Name of the Father,12/12/1993,65796862,13000000,133,en,7.6,363,,Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.
6,tt0107286,949,Judgment Night,10/15/1993,12136938,0,110,en,6.4,79,,Don't move. Don't whisper. Don't even breathe.
329,tt0107290,193,Jurassic Park,6/11/1993,920100000,63000000,127,en,7.6,4956,http://www.jurassicpark.com/,An adventure 65 million years in the making.
507,tt0110265,9559,Killing Zoe,10/1/1993,418961,1500000,96,en,6.1,111,,
1413,tt0107468,18451,M. Butterfly,9/9/1993,1499795,0,101,en,6.6,35,,
2246,tt0107497,129628,Malice,9/29/1993,46405336,0,107,en,5.9,105,,Her doctor wasn't playing God. He thought he was God.
2320,tt0116253,9445,Executive Decision,3/15/1996,121969216,55000000,133,en,5.8,261,,Fasten your seat belts
5879,tt0074102,13376,In the Realm of the Senses,5/15/1976,0,0,105,ja,6.5,112,,
2625,tt0107611,9460,Mr. Jones,10/8/1993,0,0,114,en,5.9,35,,Everything That Makes Him Dangerous Makes Her Love Him More
788,tt0107614,9327,Mrs. Doubtfire,11/24/1993,441286195,25000000,125,en,7,1638,,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.
713,tt0107822,90148,The Piano,5/19/1993,116700000,7000000,121,en,7.1,290,,
8291,tt0107840,4879,Poetic Justice,7/23/1993,27515786,14000000,109,en,6.9,47,http://www.janetjackson.com,A Street Romance.
1245,tt0107943,379,The Remains of the Day,11/5/1993,23237911,11500000,134,en,7.5,213,,Diamond in the Rough
7007,tt0107969,9319,Rising Sun,7/30/1993,107198790,0,125,en,5.8,188,,A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.
5550,tt0107978,39833,RoboCop 3,4/17/1993,10696210,22000000,104,en,4.2,309,,He's back to lay down the law.
2088,tt0107983,11335,Romeo Is Bleeding,9/13/1993,3275585,11500000,100,en,5.7,36,,The story of a cop who wanted it bad and got it worse.
424,tt0108052,19819,Schindler's List,11/29/1993,321365567,22000000,195,en,8.3,4436,http://www.schindlerslist.com/,"Whoever saves one life, saves the world entire."
103413,tt0111102,117377,Second Best,9/30/1994,0,0,105,en,5.9,8,,
8850,tt0111143,19893,The Shadow,7/1/1994,48063435,25000000,108,en,5.4,140,,The Shadow Knows!
695,tt0108122,37144,Short Cuts,9/5/1993,6110979,0,187,en,6.9,136,,Short Cuts raises the roof on America.
858,tt0108160,238,Sleepless in Seattle,6/24/1993,227799884,21000000,105,en,6.5,630,,"What if someone you never met, someone you never saw, someone you never knew was the only someone for you?"
867,tt0108162,23945,Sliver,5/21/1993,116300000,40000000,108,en,4.9,144,,You like to watch... don't you?
78,tt0083658,27526,Blade Runner,6/25/1982,33139618,28000000,117,en,7.9,3833,http://www.warnerbros.com/blade-runner,Man has made his match... now it's his problem.
319,tt0108399,9905,True Romance,9/9/1993,12281551,12500000,120,en,7.5,762,,"Stealing, Cheating, Killing. Who said romance was dead?"
32562,tt0112651,21131,The Celluloid Closet,1/30/1996,0,0,102,en,7,24,,
124304,tt0106678,72460,I Don't Want to Talk About It,5/20/1993,0,0,106,en,6,1,,
771,tt0099785,202425,Home Alone,11/9/1990,476684675,18000000,103,en,7.1,2487,https://www.foxconnect.com/home-alone-4.html,A Family Comedy Without the Family.
251,tt0099653,32631,Ghost,7/12/1990,505000000,22000000,127,en,6.9,1381,,A love that will last forever.
812,tt0103639,172198,Aladdin,11/25/1992,504050219,28000000,90,en,7.4,3495,http://movies.disney.com/aladdin,Wish granted!
280,tt0103064,8438,Terminator 2: Judgment Day,7/1/1991,520000000,100000000,137,en,7.7,4274,,It's nothing personal.
581,tt0099348,32562,Dances with Wolves,11/9/1990,424208848,22000000,181,en,7.6,1084,,Inside everyone is a frontier waiting to be discovered.
80350,tt0114706,40264,Tough and Deadly,2/14/1995,0,0,92,en,6.3,4,,Experts with fists and guns and not afraid to use them.
268,tt0096895,47504,Batman,6/23/1989,411348924,35000000,126,en,7,2145,,Have you ever danced with the devil in the pale moonlight?
274,tt0102926,40490,The Silence of the Lambs,2/1/1991,272742922,19000000,119,en,8.1,4549,,To enter the mind of a killer she must challenge the mind of a madman.
408,tt0029583,18069,Snow White and the Seven Dwarfs,12/20/1937,184925486,1488423,83,en,6.9,1973,http://movies.disney.com/snow-white-and-the-seven-dwarfs,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year."
114,tt0100405,71754,Pretty Woman,3/23/1990,463000000,14000000,119,en,7,1807,,Who knew it was so much fun to be a hooker?
576,tt0065214,349394,The Wild Bunch,6/17/1969,638641,6244087,145,en,7.7,266,,"If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH."
124472,tt0109934,25807,A Great Day in Harlem,9/27/1994,0,0,60,en,7,2,,
7300,tt0117247,11951,One Fine Day,12/20/1996,97529550,0,108,en,6.1,160,,She was having a perfectly bad day... Then he came along and spoiled it.
275,tt0116282,24070,Fargo,4/5/1996,60611975,7000000,98,en,7.7,2080,http://www.themoviefargo.com/,A lot can happen in the middle of nowhere.
8766,tt0116514,20298,Hellraiser: Bloodline,3/8/1996,16675000,4000000,86,en,4.9,111,,"This year, the past, the present and the future will all meet at the crossroads of hell."
4307,tt0113083,49453,The Flower of My Secret,9/22/1995,0,0,107,es,6.9,43,,Every woman has a secret...
1592,tt0117381,20737,Primal Fear,4/3/1996,102616183,30000000,129,en,7.4,644,,"Sooner or later, a man who wears two faces forgets which one is real."
38884,tt0114671,43110,Land and Freedom,1/1/1995,0,0,109,en,7,53,,The fight against fascism begins with the fight against Stalinism.
2021,tt0113448,841,Jack & Sarah,6/2/1995,218626,0,110,en,5.1,10,,"She's not proper, she's not fitting, she's not British, but to Jack she's a breath of fresh air."
954,tt0117060,3083,Mission: Impossible,5/22/1996,457696359,80000000,110,en,6.7,2677,http://www.missionimpossible.com/,Expect the Impossible.
8840,tt0116136,42694,DragonHeart,5/31/1996,115267375,57000000,103,en,6.4,553,,You will believe.
124625,tt0117117,85615,My Mother's Courage,9/12/1995,0,0,93,de,0,0,,
161070,tt0115591,263416,August,8/8/1996,0,0,94,en,5.3,3,,"It's really how life can appear with desillusions, good and funny moments, peace, love and hate."
5801,tt0048473,31918,Pather Panchali,8/26/1955,536364,0,125,bn,7.9,63,,
896,tt0052572,26933,The World of Apu,5/1/1959,16000,0,117,bn,8.2,40,,
3065,tt0117128,124853,Mystery Science Theater 3000: The Movie,4/19/1996,0,0,73,en,7,71,http://www.mst3k.com/,Every year Hollywood makes hundreds of movies. This is one of them.
2300,tt0117705,30197,Space Jam,11/15/1996,250200000,80000000,88,en,6.5,1335,http://www.warnerbros.com/archive/spacejam/movie/jam.htm,Get ready to jam.
8069,tt0062711,42201,Barbarella,10/10/1968,2500000,9000000,98,en,5.7,149,,See Barbarella do her thing!
27768,tt0108181,21200,Some Folks Call It a Sling Blade,3/26/1994,0,0,25,en,7.5,8,,
33245,tt0113443,46594,It's My Party,3/22/1996,0,0,110,en,6.2,9,,
38867,tt0109593,12612,Delta of Venus,6/9/1995,62949,0,99,en,3.3,5,,"In 1939, Elena went to Paris searching for her voice as a writer. What she found was her voice as a woman."
753,tt0062952,41007,Faces,11/24/1968,0,275000,130,en,7.1,36,,
8866,tt0117979,11823,The Truth About Cats & Dogs,4/26/1996,0,0,93,en,5.7,86,,Brian's about to discover the woman he loves isn't the woman he loves.
922,tt0112817,599,Dead Man,12/23/1995,0,9000000,121,en,7.2,397,,No one can survive becoming a legend.
73183,tt0113270,25680,"The Haunted World of Edward D. Wood, Jr.",5/1/1996,0,0,112,en,10,1,,Can your MIND stand the SHOCKING TRUTH?
664,tt0117998,47502,Twister,5/10/1996,494471524,92000000,113,en,6.1,966,,The Dark Side of Nature.
532,tt0112691,11592,A Close Shave,12/24/1995,0,0,30,en,7.5,223,http://www.wallaceandgromit.com/films/a-close-shave,From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.
26744,tt0040366,39233,Force of Evil,12/25/1948,0,0,78,en,6.6,33,,
935,tt0057012,29376,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1/29/1964,9440272,1800000,95,en,8,1472,,The hot-line suspense comedy
7095,tt0116669,37749,Jack,8/9/1996,58620973,45000000,113,en,5.9,340,,Jack Powell is about to tackle his biggest adventure ever... the fifth grade!
124633,tt0114494,91715,Someone Else's America,9/9/1995,0,0,96,sr,0,0,,"Two friends, two worlds, one dream."
627,tt0117951,12520,Trainspotting,2/23/1996,16491080,4000000,93,en,7.8,2737,http://www.miramax.com/movie/trainspotting/,Choose life.
602,tt0116629,124472,Independence Day,6/25/1996,816969268,75000000,145,en,6.7,3334,,Earth. Take a good look. It might be your last.
81949,tt0111546,41556,An Unforgettable Summer,5/15/1994,65352,0,82,ro,7.2,6,,
124306,tt0106810,41366,My Life and Times With Antonin Artaud,1/1/1993,0,0,90,en,8,1,,
1645,tt0117913,1813,A Time to Kill,7/24/1996,152266007,40000000,149,en,7,522,,Experience a time you'll never forget.
34170,tt0116823,77593,Larger Than Life,10/31/1996,0,30000000,93,en,5.4,35,,He's got 5 days to go coast-to-coast. (There's just one BIG problem.)
124645,tt0117999,167198,Two Deaths,9/10/1995,0,0,102,en,7,2,,Obsesssion Can Be Murder
151489,tt0104403,65795,Hedd Wyn,1/1/1992,0,0,123,cy,6.5,2,,
4837,tt0061495,27958,La Collectionneuse,3/2/1967,0,0,89,fr,6.5,25,,
2925,tt0116313,8416,The First Wives Club,9/20/1996,116400000,26000000,102,en,6.5,172,,Don't get mad. Get everything.
3595,tt0117438,19489,Ransom,11/8/1996,309492681,80000000,117,en,6.4,482,,Someone is going to pay.
3573,tt0116191,65460,Emma,8/2/1996,22231658,6000000,121,en,6.7,152,http://www.miramax.com/movie/emma/,Cupid is armed and dangerous!
124619,tt0113695,50650,Lotto Land,6/1/1995,0,0,87,en,7,1,,
144982,tt0115680,146301,The Big Squeeze,9/6/1996,0,0,98,en,5,1,,
47907,tt0117718,41508,The Spitfire Grill,8/23/1996,12643776,6000000,117,en,6.8,17,,"To a town with no future, comes a girl with a past."
549,tt0115632,20967,Basquiat,8/9/1996,3011195,2962051,108,en,6.6,97,,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History."
145925,tt0107575,64931,Mille bolle blu,1/1/1993,0,0,0,it,6,1,,
238,tt0068646,27985,The Godfather,3/14/1972,245066411,6000000,175,en,8.5,6024,http://www.thegodfather.com/,An offer you can't refuse.
159,tt0109255,20649,Maybe... Maybe Not,10/5/1994,0,0,90,de,6.1,34,,
88224,tt0116985,55166,Manny & Lo,1/22/1996,431326,500000,88,en,6.3,9,,
58770,tt0117965,22060,The Trigger Effect,8/30/1996,0,8000000,94,en,6.6,18,,"When Nothing Works, Anything Goes."
124851,tt0114592,279828,Sweet Nothing,6/8/1995,0,0,89,en,5,2,,
3587,tt0115725,16395,Bogus,9/6/1996,0,32000000,110,en,5.4,46,,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid."
